Year,Geo Level,State,State ANSI,Fruit,Category,Item,Metric,Value,CV (%)
2021,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,6,(H)
2021,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,9,58.7
2021,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,9,58.7
2021,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,132,(H)
2021,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(H)
2021,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,132,(H)
2021,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,9,58.7
2021,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(H)
2021,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,132,(H)
2021,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2021,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,3,(H)
2021,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,3,(H)
2021,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2021,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(H)
2021,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2021,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,3,(H)
2021,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(H)
2021,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,38,42.2
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,45,26.4
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,45,26.4
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,32.6
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,44.5
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,32.6
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,43,25.3
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,PROCESSING - OPERATIONS WITH SALES,NA,2,94.9
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN $,NA,(D)
2021,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN CWT,NA,(D)
2021,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,6,76.7
2021,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,68.3
2021,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,4,68.3
2021,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,734,89.2
2021,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(H)
2021,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,734,89.2
2021,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,4,68.3
2021,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(H)
2021,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,734,89.2
2021,STATE,OHIO,39,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,10,67.5
2021,STATE,OHIO,39,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,9,72.1
2021,STATE,OHIO,39,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,9,72.1
2021,STATE,OHIO,39,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,360,68.4
2021,STATE,OHIO,39,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,69.2
2021,STATE,OHIO,39,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,360,68.4
2021,STATE,OHIO,39,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,9,72.1
2021,STATE,OHIO,39,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,69.2
2021,STATE,OHIO,39,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,360,68.4
2021,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2021,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,70.4
2021,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,4,70.4
2021,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,69.9
2021,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2021,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,69.9
2021,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,4,70.4
2021,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2021,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,69.9
2021,STATE,OREGON,41,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,27,(H)
2021,STATE,OREGON,41,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,26,54.2
2021,STATE,OREGON,41,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,26,54.2
2021,STATE,OREGON,41,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,84.2
2021,STATE,OREGON,41,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(H)
2021,STATE,OREGON,41,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,84.2
2021,STATE,OREGON,41,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,26,54.2
2021,STATE,OREGON,41,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(H)
2021,STATE,OREGON,41,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,84.2
2021,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,8,45.7
2021,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,27,48.1
2021,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,27,48.1
2021,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,522,49.0
2021,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,43.7
2021,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,522,49.0
2021,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,27,48.1
2021,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,43.7
2021,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,522,49.0
2021,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2021,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,(H)
2021,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,2,(H)
2021,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2021,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2021,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2021,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,2,(H)
2021,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2021,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2021,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2021,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,(H)
2021,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,2,(H)
2021,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2021,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2021,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2021,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,2,(H)
2021,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2021,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2021,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2021,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,(H)
2021,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,(H)
2021,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2021,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2021,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2021,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,(H)
2021,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2021,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2021,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2021,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,(H)
2021,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,(H)
2021,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2021,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2021,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2021,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,(H)
2021,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2021,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2021,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,33,43.3
2021,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,31,38.8
2021,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,31,38.8
2021,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,39.1
2021,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,49.7
2021,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,39.1
2021,STATE,VERMONT,50,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,31,38.8
2021,STATE,VERMONT,50,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,49.7
2021,STATE,VERMONT,50,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,39.1
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,40,41.1
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,49,25.1
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,49,25.1
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,53.4
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,54.0
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,53.4
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,49,25.1
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,53.8
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,54.0
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,PROCESSING - OPERATIONS WITH SALES,NA,4,73.0
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN $,NA,93.9
2021,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN CWT,80,82.3
2021,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2021,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,(H)
2021,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,2,(H)
2021,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2021,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2021,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2021,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,2,(H)
2021,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2021,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2021,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,19,73.6
2021,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,28,31.3
2021,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,28,31.3
2021,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,426,82.8
2021,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,76.4
2021,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,426,82.8
2021,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,28,31.3
2021,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,76.4
2021,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,426,82.8
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,22.4
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,580,2.7
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,580,2.7
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,28.5
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,30.4
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,28.5
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,568,2.8
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,33.0
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,31.8
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC,PROCESSING - OPERATIONS WITH SALES,NA,30,34.8
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN $,NA,67.1
2019,NATIONAL,US TOTAL,NA,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN CWT,NA,48.8
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,30.4
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,2,30.4
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,2,30.4
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC,PROCESSING - OPERATIONS WITH SALES,NA,2,(H)
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN $,NA,(D)
2019,STATE,ALABAMA,01,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,ARIZONA,04,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,ARIZONA,04,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,(H)
2019,STATE,ARIZONA,04,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,2,(H)
2019,STATE,ARIZONA,04,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,ARIZONA,04,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,ARIZONA,04,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,ARIZONA,04,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,2,(H)
